loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
17186,3,Graduate,Yes,8740000,4410000,6,871,8810000,11010000,12270000.0,350000,Approved
17187,3,Not Graduate,Yes,670000,940000,16,741,5160000,21210000,530000.0,14800000,Approved
17188,4,Graduate,Yes,6400000,6430000,8,718,19790000,23870000,11530000.0,19660000,Approved
17189,5,Graduate,No,7930000,4660000,18,619,330000,17930000,14800000.0,16190000,Approved
17190,5,Not Graduate,No,7340000,4650000,10,686,10150000,7700000,11500000.0,9850000,Approved
17191,1,Not Graduate,Yes,1630000,4390000,6,704,4090000,9550000,10970000.0,14480000,Approved
17192,2,Graduate,No,3030000,5390000,14,856,6020000,3040000,16650000.0,7740000,Approved
17193,3,Not Graduate,No,6470000,4180000,12,609,5800000,21930000,15750000.0,8060000,Approved
17194,2,Not Graduate,Yes,1500000,4430000,12,473,9230000,3740000,7750000.0,3040000,Rejected
17195,2,Not Graduate,Yes,4520000,3370000,20,615,11780000,1300000,3080000.0,10260000,Approved
17196,2,Not Graduate,No,2820000,1590000,4,422,19370000,16330000,16170000.0,13350000,Rejected
17197,3,Graduate,Yes,6130000,6120000,4,666,5020000,17100000,13520000.0,15270000,Approved
17198,0,Not Graduate,Yes,6870000,260000,16,324,12500000,13540000,25920000.0,12380000,Rejected
17199,5,Graduate,Yes,3420000,5040000,20,590,4590000,11160000,26780000.0,13500000,Approved
17200,4,Not Graduate,Yes,2470000,1380000,14,895,16890000,9100000,390000.0,8530000,Approved
17201,2,Not Graduate,Yes,540000,4090000,16,384,13560000,14410000,19750000.0,12660000,Rejected
17202,4,Graduate,Yes,5400000,6920000,6,839,9150000,7020000,11220000.0,9510000,Approved
17203,3,Not Graduate,No,6360000,1760000,4,731,11550000,1620000,3660000.0,10390000,Approved
17204,3,Graduate,Yes,6080000,6590000,6,637,15110000,10990000,15040000.0,3890000,Approved
17205,3,Not Graduate,Yes,4370000,1010000,12,560,4320000,22080000,12470000.0,9970000,Approved
17206,3,Not Graduate,Yes,2070000,5130000,12,491,10000000,24440000,19790000.0,14880000,Rejected
17207,0,Graduate,No,2920000,6660000,18,564,8740000,15850000,8380000.0,3940000,Approved
17208,2,Graduate,Yes,4990000,4060000,20,590,11510000,3330000,4270000.0,3460000,Approved
17209,5,Graduate,Yes,4350000,2560000,18,651,2070000,20060000,13850000.0,250000,Approved
17210,0,Not Graduate,No,6770000,1190000,14,465,14430000,13580000,2260000.0,5760000,Rejected
17211,1,Graduate,Yes,4590000,1760000,12,668,19830000,10860000,15120000.0,7950000,Approved
17212,5,Graduate,Yes,5340000,6430000,10,760,16750000,8000000,13130000.0,18400000,Approved
17213,0,Not Graduate,No,4060000,260000,6,548,6780000,24560000,5610000.0,1580000,Rejected
17214,0,Not Graduate,Yes,5020000,2190000,12,792,12490000,10370000,9410000.0,7120000,Approved
17215,5,Graduate,Yes,3280000,2340000,16,332,18230000,5970000,4850000.0,7940000,Rejected
17216,1,Graduate,Yes,6510000,4410000,12,862,4810000,17420000,3920000.0,17050000,Approved
17217,0,Not Graduate,No,5730000,340000,18,895,790000,10410000,15210000.0,430000,Approved
17218,4,Not Graduate,Yes,5240000,300000,4,649,300000,18040000,1780000.0,17210000,Approved
17219,2,Not Graduate,Yes,5290000,2700000,10,399,14560000,13340000,13570000.0,4540000,Rejected
17220,5,Not Graduate,No,3000000,2200000,18,568,11230000,4380000,21810000.0,17310000,Approved
17221,0,Graduate,Yes,4630000,1770000,20,707,18440000,22650000,24570000.0,13890000,Approved
17222,4,Not Graduate,Yes,1980000,6010000,18,435,12080000,10430000,27800000.0,640000,Rejected
17223,3,Not Graduate,Yes,4140000,2450000,4,832,2280000,9970000,3650000.0,5200000,Approved
17224,4,Not Graduate,No,970000,3970000,10,531,19600000,20700000,1060000.0,18060000,Rejected
17225,2,Graduate,No,810000,2080000,18,613,12740000,10960000,16420000.0,14560000,Approved
17226,4,Not Graduate,No,8910000,1440000,8,389,7200000,1770000,7060000.0,10880000,Rejected
17227,3,Not Graduate,Yes,5680000,1430000,14,652,6240000,7080000,6490000.0,15830000,Approved
17228,0,Graduate,Yes,5030000,1590000,10,848,3960000,22890000,21690000.0,8020000,Approved
17229,2,Graduate,Yes,810000,680000,12,583,19260000,18870000,5910000.0,13410000,Approved
17230,4,Not Graduate,Yes,3550000,3220000,8,348,4270000,5620000,2110000.0,5620000,Rejected
17231,1,Not Graduate,No,3700000,370000,12,855,5330000,19280000,19890000.0,19120000,Approved
17232,4,Not Graduate,No,7220000,6240000,10,895,9340000,24490000,6090000.0,13690000,Approved
17233,0,Not Graduate,Yes,3890000,1660000,12,500,360000,17120000,13750000.0,13990000,Rejected
17234,0,Not Graduate,No,8130000,4060000,16,560,14350000,22600000,18050000.0,1430000,Approved
17235,0,Not Graduate,No,6210000,6230000,14,401,13530000,16310000,20110000.0,4670000,Rejected
17236,2,Not Graduate,Yes,2840000,4160000,14,710,6190000,23900000,8630000.0,5380000,Approved
17237,1,Graduate,Yes,6610000,1530000,14,825,15780000,19570000,20410000.0,4460000,Approved
17238,2,Not Graduate,Yes,1150000,770000,16,825,8410000,18170000,16950000.0,660000,Approved
17239,0,Not Graduate,Yes,4320000,1400000,3,427,14140000,23470000,380000.0,17440000,Rejected
17240,3,Graduate,Yes,7410000,3220000,20,611,9440000,1290000,26700000.0,1450000,Approved
17241,5,Graduate,No,5100000,6920000,6,844,15270000,21140000,17410000.0,5430000,Approved
17242,4,Not Graduate,No,2570000,360000,2,675,540000,22610000,18810000.0,12300000,Approved
17243,0,Graduate,No,650000,1370000,18,600,13120000,840000,16770000.0,9240000,Approved
17244,0,Graduate,No,1100000,6780000,14,475,13140000,550000,4060000.0,18090000,Rejected
17245,4,Graduate,Yes,3170000,1660000,4,627,19680000,9820000,24100000.0,11940000,Approved
17246,5,Graduate,No,5990000,3720000,14,409,9150000,2440000,1030000.0,1670000,Rejected
17247,3,Not Graduate,Yes,4310000,4350000,18,689,10760000,18960000,2950000.0,16450000,Approved
17248,4,Graduate,Yes,7820000,4050000,6,608,14780000,9870000,4230000.0,7090000,Approved
17249,1,Graduate,No,1740000,4220000,2,694,11710000,10910000,18240000.0,16070000,Approved
17250,3,Not Graduate,Yes,2200000,3210000,16,565,19320000,21310000,13290000.0,18010000,Approved
17251,0,Graduate,Yes,7740000,6340000,16,427,3460000,16590000,29705600.000000015,12410000,Rejected
17252,3,Not Graduate,No,3270000,3100000,14,376,16240000,24750000,18820000.0,1550000,Rejected
17253,4,Not Graduate,Yes,7170000,920000,12,471,16960000,11380000,3320000.0,16100000,Rejected
17254,2,Graduate,No,2190000,260000,14,679,18080000,15090000,990000.0,3680000,Approved
17255,3,Not Graduate,No,2250000,2890000,18,755,8420000,7160000,22830000.0,17470000,Approved
17256,2,Not Graduate,No,7830000,5230000,20,409,8360000,4890000,850000.0,16720000,Rejected
17257,5,Graduate,No,1810000,6230000,20,584,7450000,24280000,22880000.0,19790000,Approved
17258,1,Not Graduate,Yes,4380000,3090000,8,625,11770000,15490000,22720000.0,2520000,Approved
17259,4,Not Graduate,No,4990000,6210000,2,654,4160000,18930000,28390000.0,12600000,Approved
17260,4,Not Graduate,No,7890000,2710000,20,542,8310000,24030000,27080000.0,4650000,Rejected
17261,0,Not Graduate,No,4300000,4910000,6,637,17780000,11790000,18380000.0,16550000,Approved
17262,0,Graduate,Yes,600000,1880000,20,689,2100000,19140000,28330000.0,12510000,Approved
17263,0,Not Graduate,Yes,2830000,6040000,18,649,12840000,9140000,8680000.0,3280000,Approved
17264,5,Graduate,No,1230000,4270000,18,855,4160000,21800000,12900000.0,3330000,Approved
17265,5,Not Graduate,No,1200000,6120000,20,850,700000,12410000,14970000.0,5090000,Approved
17266,4,Not Graduate,Yes,2590000,2780000,8,788,640000,21940000,17400000.0,800000,Approved
17267,2,Not Graduate,No,2940000,470000,6,424,880000,19030000,21570000.0,5840000,Rejected
17268,2,Not Graduate,No,6190000,3040000,18,380,3850000,1200000,29705600.000000015,18860000,Rejected
17269,4,Not Graduate,Yes,270000,2730000,8,893,3610000,8920000,17300000.0,1800000,Approved
17270,3,Graduate,Yes,650000,3290000,20,839,1880000,9300000,26300000.0,17780000,Approved
17271,2,Not Graduate,Yes,2950000,4500000,6,751,4610000,17840000,21240000.0,19300000,Approved
17272,3,Not Graduate,Yes,6740000,480000,8,838,19830000,15230000,29190000.0,17410000,Approved
17273,3,Not Graduate,Yes,2560000,2010000,2,659,2860000,16930000,1790000.0,6670000,Approved
17274,2,Graduate,No,580000,1260000,4,567,9670000,10580000,12170000.0,14550000,Approved
17275,4,Not Graduate,Yes,3250000,6050000,20,344,6600000,20780000,15330000.0,19430000,Rejected
17276,2,Graduate,No,7620000,1250000,2,307,15000000,18740000,19030000.0,10810000,Approved
17277,2,Graduate,Yes,1780000,2100000,2,434,11280000,700000,9350000.0,2770000,Approved
17278,0,Graduate,No,3130000,5780000,18,542,2920000,16260000,14440000.0,17500000,Rejected
17279,3,Graduate,Yes,260000,5500000,6,425,15550000,16060000,15300000.0,10380000,Rejected
17280,4,Graduate,No,390000,550000,4,834,3610000,3130000,8270000.0,3310000,Approved
17281,2,Not Graduate,Yes,4320000,6610000,10,695,12100000,11810000,29320000.0,15260000,Approved
17282,3,Graduate,Yes,4460000,720000,12,589,19290000,11170000,6440000.0,7950000,Approved
17283,2,Not Graduate,Yes,7500000,260000,10,506,17030000,12600000,6190000.0,1320000,Rejected
17284,1,Not Graduate,No,6210000,940000,6,672,11560000,4120000,3600000.0,19620000,Approved
17285,1,Not Graduate,Yes,8630000,5370000,20,745,15280000,22720000,22070000.0,5610000,Approved
17286,3,Graduate,Yes,2010000,2330000,8,678,10880000,18470000,650000.0,6960000,Approved
17287,5,Graduate,Yes,4980000,4180000,12,318,13610000,940000,21060000.0,6480000,Approved
17288,1,Not Graduate,Yes,6350000,1710000,18,713,17200000,14670000,9050000.0,19790000,Approved
17289,1,Graduate,Yes,8290000,640000,14,339,15390000,24450000,14120000.0,1010000,Rejected
17290,5,Graduate,No,3050000,2530000,6,498,6910000,22400000,22500000.0,4210000,Rejected
17291,2,Graduate,No,5960000,4160000,16,590,19170000,15570000,17190000.0,13650000,Approved
17292,1,Graduate,No,4630000,310000,10,772,1030000,5040000,6340000.0,10970000,Approved
17293,0,Graduate,Yes,2420000,4220000,16,576,19830000,6070000,15490000.0,4720000,Approved
17294,5,Graduate,Yes,6980000,6750000,6,845,10990000,17210000,18880000.0,6820000,Approved
17295,5,Graduate,No,8650000,4690000,2,431,16790000,11420000,4770000.0,15020000,Rejected
17296,1,Graduate,No,6630000,1620000,12,408,13010000,12550000,9290000.0,15790000,Rejected
17297,2,Graduate,No,3770000,5570000,16,399,4570000,13640000,10810000.0,2020000,Rejected
17298,3,Graduate,Yes,7240000,2420000,20,304,1250000,11460000,22690000.0,1900000,Rejected
17299,1,Not Graduate,Yes,710000,1680000,10,404,19830000,5900000,5960000.0,11240000,Rejected
17300,4,Not Graduate,Yes,1920000,5570000,20,665,12120000,820000,14650000.0,1920000,Approved
17301,0,Graduate,Yes,6570000,2500000,14,364,490000,5240000,20720000.0,4730000,Rejected
17302,3,Graduate,Yes,3160000,4290000,14,817,6060000,8660000,26820000.0,14850000,Approved
17303,4,Not Graduate,No,2380000,5460000,2,323,10240000,4360000,3480000.0,7940000,Rejected
17304,0,Graduate,No,8910000,3240000,6,700,14910000,24410000,8060000.0,4760000,Approved
17305,0,Not Graduate,No,7340000,3010000,6,785,17680000,17680000,8550000.0,15570000,Approved
17306,3,Graduate,Yes,2290000,3110000,8,565,16880000,5610000,5400000.0,3170000,Approved
17307,4,Not Graduate,Yes,7120000,4160000,14,887,2660000,17140000,2900000.0,4530000,Approved
17308,0,Not Graduate,No,4470000,3610000,4,746,19630000,11000000,9160000.0,12750000,Approved
17309,3,Graduate,No,6950000,2750000,16,312,8720000,24180000,3070000.0,2800000,Rejected
17310,0,Graduate,No,7140000,3950000,14,498,3990000,13310000,20910000.0,11880000,Rejected
17311,1,Graduate,Yes,7510000,2640000,6,486,2370000,15700000,2320000.0,3060000,Rejected
17312,5,Graduate,Yes,4130000,6400000,16,320,11770000,12840000,7140000.0,10310000,Rejected
17313,1,Graduate,Yes,5240000,3460000,10,428,590000,17000000,21400000.0,17240000,Rejected
17314,5,Graduate,Yes,3600000,5230000,18,874,12280000,6050000,410000.0,2870000,Approved
17315,4,Not Graduate,Yes,6680000,3710000,18,823,4910000,14990000,12920000.0,14560000,Approved
17316,1,Graduate,Yes,4780000,4050000,4,879,3390000,2460000,3790000.0,2720000,Approved
17317,2,Not Graduate,Yes,1280000,2830000,10,398,17690000,23590000,22450000.0,2330000,Rejected
17318,0,Not Graduate,Yes,1850000,2170000,6,609,17150000,7420000,20310000.0,7320000,Approved
17319,3,Not Graduate,Yes,8620000,1960000,16,555,4440000,4380000,5010000.0,13400000,Approved
17320,0,Graduate,Yes,430000,6010000,20,704,5620000,9060000,28380000.0,5520000,Approved
17321,2,Graduate,Yes,3450000,3530000,8,384,18660000,10780000,25910000.0,10120000,Rejected
17322,0,Not Graduate,Yes,1230000,670000,18,803,6020000,11710000,5200000.0,9090000,Approved
17323,4,Not Graduate,No,3080000,4670000,6,558,17540000,19860000,810000.0,13430000,Approved
17324,2,Not Graduate,No,4460000,6570000,10,829,5410000,10410000,25460000.0,7760000,Approved
17325,2,Graduate,No,3450000,1890000,18,614,14560000,8110000,4800000.0,18930000,Approved
17326,0,Graduate,No,5040000,4710000,14,724,5540000,16450000,10480000.0,1360000,Approved
17327,4,Not Graduate,No,3390000,2350000,6,628,11210000,24010000,11560000.0,17960000,Approved
17328,0,Graduate,No,4060000,3890000,20,658,10760000,5400000,14060000.0,15170000,Approved
17329,0,Graduate,No,6040000,2910000,18,569,11860000,1830000,8700000.0,17830000,Approved
17330,0,Graduate,No,2300000,3080000,10,314,14870000,13040000,26620000.0,11950000,Rejected
17331,3,Not Graduate,Yes,2470000,2010000,18,369,5780000,5690000,19880000.0,11190000,Rejected
17332,3,Not Graduate,Yes,1990000,5960000,12,314,1180000,21970000,26410000.0,11570000,Rejected
17333,3,Graduate,No,4900000,6500000,14,781,18260000,22430000,24740000.0,18940000,Approved
17334,5,Graduate,Yes,830000,1310000,12,394,12610000,20600000,24990000.0,250000,Approved
17335,3,Graduate,Yes,2650000,6810000,6,815,11670000,21780000,12090000.0,19200000,Approved
17336,3,Not Graduate,No,6510000,4180000,2,414,10910000,12040000,12390000.0,16380000,Approved
17337,3,Not Graduate,Yes,2730000,260000,6,689,8430000,24750000,2830000.0,5520000,Approved
17338,2,Graduate,Yes,2250000,5490000,4,828,11290000,8900000,16680000.0,6770000,Approved
17339,1,Graduate,No,7240000,5920000,20,329,4420000,8500000,14800000.0,5250000,Rejected
17340,1,Graduate,No,290000,4090000,6,715,17670000,18840000,26690000.0,7970000,Approved
17341,3,Not Graduate,No,2970000,1010000,4,648,12520000,16050000,5360000.0,3340000,Approved
17342,5,Not Graduate,Yes,2100000,5890000,8,332,11630000,16440000,9990000.0,8460000,Rejected
17343,3,Graduate,No,7030000,2770000,8,875,12210000,17160000,22040000.0,18140000,Approved
17344,3,Graduate,Yes,2440000,5420000,8,567,2130000,21950000,25150000.0,1070000,Approved
17345,4,Graduate,Yes,3940000,1030000,16,846,11050000,24750000,24870000.0,6480000,Approved
17346,2,Not Graduate,No,4610000,6790000,6,376,1120000,19950000,970000.0,19790000,Approved
17347,4,Not Graduate,Yes,2770000,770000,12,769,620000,19680000,13410000.0,430000,Approved
17348,3,Graduate,No,3540000,3440000,6,796,8500000,23700000,6180000.0,14700000,Approved
17349,3,Not Graduate,No,4800000,1460000,16,561,2470000,15820000,24210000.0,12060000,Rejected
17350,2,Graduate,No,6200000,6840000,20,559,17420000,8750000,25890000.0,14860000,Approved
17351,4,Not Graduate,No,8120000,3780000,18,336,10870000,5910000,17950000.0,5640000,Rejected
17352,3,Graduate,No,7980000,6220000,16,839,6900000,10310000,21010000.0,8490000,Approved
17353,0,Graduate,Yes,3620000,3500000,2,611,8480000,21750000,25500000.0,2560000,Approved
17354,4,Graduate,Yes,6170000,2790000,2,754,8240000,11050000,9840000.0,12500000,Approved
17355,2,Graduate,No,5280000,6330000,12,784,8750000,11150000,22100000.0,250000,Approved
17356,1,Not Graduate,Yes,830000,5730000,18,566,10720000,22230000,14060000.0,3310000,Approved
17357,5,Not Graduate,Yes,7240000,6590000,4,480,4120000,2890000,24520000.0,12320000,Approved
17358,0,Graduate,No,5310000,6230000,20,339,12380000,6890000,22620000.0,4630000,Rejected
17359,5,Not Graduate,No,240000,6040000,20,895,9970000,18760000,23710000.0,4040000,Approved
17360,0,Graduate,Yes,2480000,3250000,8,721,5810000,17080000,26330000.0,2750000,Approved
17361,0,Graduate,Yes,3990000,6320000,2,871,15540000,14110000,8040000.0,16540000,Approved
17362,5,Not Graduate,Yes,6040000,1220000,2,518,10010000,15600000,28040000.0,10460000,Approved
17363,3,Not Graduate,No,4950000,2380000,10,495,18750000,14100000,29390000.0,8390000,Rejected
17364,1,Graduate,No,8910000,3920000,12,429,14830000,7770000,23490000.0,10130000,Rejected
17365,3,Not Graduate,No,2080000,2580000,4,878,7750000,23750000,13390000.0,4770000,Approved
17366,3,Not Graduate,No,4490000,6680000,6,682,9260000,22090000,380000.0,5510000,Approved
17367,2,Graduate,Yes,2260000,3750000,14,326,10090000,21090000,9320000.0,12730000,Rejected
17368,3,Not Graduate,No,6400000,3610000,16,836,1150000,1120000,27470000.0,9100000,Approved
17369,0,Not Graduate,No,7120000,3740000,2,826,5110000,23620000,14910000.0,6200000,Approved
17370,4,Graduate,Yes,7390000,4370000,6,856,17180000,5880000,18260000.0,11220000,Approved
17371,1,Graduate,No,7250000,6700000,20,378,11930000,12350000,8690000.0,16960000,Rejected
17372,0,Graduate,Yes,170000,3490000,6,335,13910000,7980000,13090000.0,7060000,Rejected
17373,2,Not Graduate,No,8820000,1660000,20,708,300000,24380000,25510000.0,6600000,Rejected
17374,4,Not Graduate,No,1060000,1640000,14,314,17530000,4060000,7450000.0,18690000,Rejected
17375,3,Not Graduate,Yes,4800000,1590000,20,868,16440000,1510000,13320000.0,6020000,Approved
17376,5,Not Graduate,Yes,3290000,6380000,12,685,11330000,940000,4500000.0,16340000,Approved
17377,4,Graduate,No,6200000,2580000,2,566,17820000,19070000,10630000.0,8120000,Approved
17378,5,Graduate,No,4560000,6920000,14,626,5200000,570000,9890000.0,6360000,Approved
17379,2,Not Graduate,No,2310000,3290000,6,414,2940000,620000,1120000.0,15060000,Rejected
17380,2,Graduate,Yes,2670000,4210000,6,589,19190000,15280000,1610000.0,4230000,Approved
17381,3,Graduate,No,7610000,6050000,20,525,3920000,17720000,2600000.0,9930000,Rejected
17382,5,Graduate,No,740000,2090000,2,525,19580000,13700000,7780000.0,5760000,Rejected
17383,2,Graduate,Yes,6530000,710000,4,752,2430000,5580000,20880000.0,10890000,Approved
17384,2,Not Graduate,Yes,3570000,4040000,10,822,14450000,16650000,7280000.0,9130000,Approved
17385,3,Not Graduate,Yes,2770000,5530000,10,438,5140000,5890000,28180000.0,15070000,Rejected
17386,3,Graduate,No,6180000,3480000,18,663,10950000,7520000,3210000.0,6290000,Approved
17387,4,Graduate,No,1040000,3670000,14,432,4170000,17670000,380000.0,16750000,Rejected
17388,4,Graduate,No,1650000,6820000,4,479,2510000,9180000,28010000.0,8670000,Rejected
17389,2,Not Graduate,Yes,1760000,4980000,14,707,5670000,14460000,5550000.0,8310000,Approved
17390,2,Not Graduate,Yes,7950000,330000,20,699,13230000,2490000,4370000.0,14260000,Approved
17391,5,Not Graduate,Yes,2080000,4070000,18,405,5990000,12070000,1170000.0,15090000,Rejected
17392,5,Not Graduate,No,6710000,4100000,4,414,15060000,14410000,5120000.0,9210000,Rejected
17393,2,Not Graduate,Yes,6070000,4640000,4,439,12150000,10200000,14800000.0,8810000,Approved
17394,4,Graduate,Yes,4040000,810000,16,872,12780000,6840000,18300000.0,2440000,Approved
17395,1,Not Graduate,Yes,260000,2300000,12,509,16540000,20610000,1240000.0,9520000,Rejected
